2017-05-04 23:56:45 26.8℃ 43.4％ 1019.83hPa
2017-05-05 02:32:37 29.1℃ 36.7％ 1018.75hPa
2017-05-05 02:32:59 29.0℃ 36.7％ 1018.79hPa
2017-05-05 02:33:21 29.1℃ 36.8％ 1018.78hPa
2017-05-05 02:33:44 29.1℃ 36.9％ 1018.74hPa
2017-05-05 02:34:06 29.1℃ 37.0％ 1018.78hPa
2017-05-05 02:34:28 29.0℃ 37.0％ 1018.82hPa
2017-05-05 02:34:51 29.0℃ 37.0％ 1018.78hPa
2017-05-05 02:35:13 29.0℃ 37.0％ 1018.81hPa
2017-05-05 02:35:35 29.0℃ 37.0％ 1018.80hPa
2017-05-05 02:35:58 29.0℃ 37.0％ 1018.78hPa
2017-05-05 02:36:20 29.0℃ 37.0％ 1018.81hPa
2017-05-05 02:36:42 29.0℃ 37.0％ 1018.77hPa
2017-05-05 02:37:05 29.0℃ 36.9％ 1018.80hPa
2017-05-05 02:37:27 29.1℃ 37.0％ 1018.82hPa
2017-05-05 02:37:49 29.0℃ 37.0％ 1018.79hPa
2017-05-05 02:38:14 29.0℃ 36.9％ 1018.75hPa
2017-05-05 02:38:36 28.9℃ 36.9％ 1018.80hPa
2017-05-05 02:38:59 28.9℃ 36.9％ 1018.74hPa
2017-05-05 02:39:21 29.1℃ 37.0％ 1018.74hPa
2017-05-05 02:39:43 29.0℃ 37.0％ 1018.75hPa
2017-05-05 02:40:06 29.0℃ 37.0％ 1018.77hPa
2017-05-05 02:40:28 28.9℃ 37.0％ 1018.71hPa
2017-05-05 02:40:50 29.0℃ 37.0％ 1018.71hPa
2017-05-05 02:41:12 29.0℃ 37.0％ 1018.69hPa
2017-05-05 02:41:35 28.9℃ 37.0％ 1018.78hPa
2017-05-05 02:41:57 28.9℃ 37.0％ 1018.75hPa
2017-05-05 02:42:19 28.9℃ 37.0％ 1018.75hPa
2017-05-05 02:42:42 29.0℃ 37.0％ 1018.71hPa
2017-05-05 02:43:04 28.9℃ 37.0％ 1018.71hPa
2017-05-05 02:43:26 28.9℃ 37.0％ 1018.73hPa
2017-05-05 02:43:51 28.9℃ 37.0％ 1018.65hPa
2017-05-05 02:44:13 29.0℃ 37.0％ 1018.63hPa
2017-05-05 02:44:36 28.9℃ 37.0％ 1018.60hPa
2017-05-05 02:44:58 28.9℃ 37.1％ 1018.62hPa
2017-05-05 02:45:20 28.9℃ 37.1％ 1018.62hPa
2017-05-05 02:45:43 29.0℃ 37.1％ 1018.53hPa
2017-05-05 02:46:05 28.9℃ 37.1％ 1018.61hPa
2017-05-05 02:46:27 28.8℃ 37.1％ 1018.60hPa
2017-05-05 02:46:50 28.9℃ 37.1％ 1018.64hPa
2017-05-05 02:47:14 28.8℃ 37.1％ 1018.61hPa
2017-05-05 02:47:37 28.8℃ 37.1％ 1018.55hPa
2017-05-05 02:47:59 28.8℃ 37.1％ 1018.62hPa
2017-05-05 02:48:21 28.7℃ 37.1％ 1018.57hPa
2017-05-05 02:48:44 28.9℃ 37.1％ 1018.59hPa
2017-05-05 02:49:06 28.8℃ 37.1％ 1018.60hPa
2017-05-05 02:49:28 28.7℃ 37.1％ 1018.61hPa
2017-05-05 02:49:51 28.8℃ 37.1％ 1018.55hPa
2017-05-05 02:50:13 28.8℃ 37.1％ 1018.59hPa
2017-05-05 02:50:35 28.8℃ 37.1％ 1018.59hPa
2017-05-05 02:50:58 28.8℃ 37.1％ 1018.61hPa
2017-05-05 02:51:20 28.7℃ 37.1％ 1018.62hPa
2017-05-05 02:51:42 28.8℃ 37.2％ 1018.63hPa
2017-05-05 02:52:04 28.7℃ 37.2％ 1018.55hPa
2017-05-05 02:52:27 28.7℃ 37.2％ 1018.64hPa
2017-05-05 02:52:49 28.8℃ 37.3％ 1018.58hPa
2017-05-05 02:53:11 28.7℃ 37.3％ 1018.62hPa
2017-05-05 02:53:34 28.8℃ 37.4％ 1018.69hPa
2017-05-05 02:53:56 28.7℃ 37.4％ 1018.59hPa
2017-05-05 02:54:18 28.7℃ 37.4％ 1018.63hPa
2017-05-05 02:54:40 28.7℃ 37.3％ 1018.56hPa
2017-05-05 02:55:03 28.7℃ 37.3％ 1018.60hPa
2017-05-05 02:55:25 28.7℃ 37.4％ 1018.55hPa
2017-05-05 02:55:52 28.7℃ 37.6％ 1018.61hPa
2017-05-05 02:56:15 28.7℃ 37.6％ 1018.63hPa
2017-05-05 02:56:37 28.7℃ 37.6％ 1018.56hPa
2017-05-05 02:56:59 28.7℃ 37.5％ 1018.55hPa
2017-05-05 02:57:22 28.7℃ 37.5％ 1018.60hPa
2017-05-05 02:57:44 28.6℃ 37.5％ 1018.62hPa
2017-05-05 02:58:06 28.7℃ 37.5％ 1018.61hPa
2017-05-05 02:58:29 28.7℃ 37.5％ 1018.55hPa
2017-05-05 02:58:51 28.6℃ 37.5％ 1018.54hPa
2017-05-05 02:59:13 28.6℃ 37.6％ 1018.57hPa
2017-05-05 02:59:35 28.6℃ 37.6％ 1018.55hPa
2017-05-05 02:59:58 28.6℃ 37.6％ 1018.55hPa
2017-05-05 03:00:20 28.6℃ 37.5％ 1018.54hPa
2017-05-05 03:00:42 28.6℃ 37.6％ 1018.54hPa
2017-05-05 03:01:05 28.6℃ 37.5％ 1018.54hPa
2017-05-05 03:01:27 28.7℃ 37.5％ 1018.51hPa
2017-05-05 03:01:49 28.7℃ 37.5％ 1018.52hPa
2017-05-05 03:02:12 28.7℃ 37.5％ 1018.56hPa
2017-05-05 03:02:34 28.7℃ 37.6％ 1018.51hPa
2017-05-05 03:02:56 28.6℃ 37.6％ 1018.58hPa
2017-05-05 03:03:21 28.6℃ 37.6％ 1018.58hPa
2017-05-05 03:03:43 28.6℃ 37.6％ 1018.49hPa
2017-05-05 03:04:06 28.6℃ 37.7％ 1018.52hPa
2017-05-05 03:04:28 28.6℃ 37.7％ 1018.52hPa
2017-05-05 03:04:50 28.6℃ 37.8％ 1018.56hPa
2017-05-05 03:05:13 28.5℃ 37.8％ 1018.55hPa
2017-05-05 03:05:35 28.6℃ 37.8％ 1018.49hPa
2017-05-05 03:05:57 28.6℃ 37.7％ 1018.53hPa
2017-05-05 03:06:20 28.5℃ 37.7％ 1018.59hPa
2017-05-05 03:06:42 28.5℃ 37.7％ 1018.53hPa
2017-05-05 03:07:07 28.6℃ 37.8％ 1018.48hPa
2017-05-05 03:07:29 28.5℃ 37.7％ 1018.44hPa
2017-05-05 03:07:51 28.6℃ 37.7％ 1018.48hPa
2017-05-05 03:08:14 28.6℃ 37.7％ 1018.45hPa
2017-05-05 03:08:39 28.5℃ 37.8％ 1018.47hPa
2017-05-05 03:09:01 28.5℃ 37.9％ 1018.49hPa
2017-05-05 03:09:23 28.5℃ 37.9％ 1018.41hPa
2017-05-05 03:09:45 28.5℃ 37.9％ 1018.35hPa
2017-05-05 03:10:08 28.5℃ 37.9％ 1018.43hPa
2017-05-05 03:10:35 28.4℃ 38.0％ 1018.40hPa
2017-05-05 03:10:57 28.5℃ 38.0％ 1018.39hPa
2017-05-05 03:11:20 28.5℃ 38.0％ 1018.41hPa
2017-05-05 03:11:44 28.5℃ 37.9％ 1018.39hPa
2017-05-05 03:12:07 28.5℃ 37.9％ 1018.35hPa
2017-05-05 03:12:32 28.6℃ 38.0％ 1018.35hPa
2017-05-05 03:12:54 28.6℃ 38.0％ 1018.41hPa
2017-05-05 03:13:16 28.6℃ 38.0％ 1018.33hPa
2017-05-05 03:13:38 28.5℃ 38.0％ 1018.34hPa
2017-05-05 03:14:01 28.5℃ 37.9％ 1018.37hPa
2017-05-05 03:14:23 28.6℃ 37.9％ 1018.35hPa
2017-05-05 03:14:50 28.5℃ 37.9％ 1018.30hPa
2017-05-05 03:15:18 28.6℃ 37.9％ 1018.31hPa
2017-05-05 03:15:40 28.5℃ 37.9％ 1018.30hPa
2017-05-05 03:16:02 28.5℃ 37.9％ 1018.29hPa
2017-05-05 03:16:25 28.6℃ 37.9％ 1018.28hPa
2017-05-05 03:16:47 28.5℃ 37.9％ 1018.31hPa
2017-05-05 03:17:09 28.5℃ 37.9％ 1018.35hPa
2017-05-05 03:17:31 28.5℃ 37.9％ 1018.31hPa
2017-05-05 03:17:54 28.5℃ 37.9％ 1018.31hPa
2017-05-05 03:18:16 28.5℃ 37.9％ 1018.36hPa
2017-05-05 03:18:38 28.5℃ 38.0％ 1018.33hPa
2017-05-05 03:19:01 28.5℃ 38.1％ 1018.39hPa
2017-05-05 03:19:23 28.5℃ 38.1％ 1018.39hPa
2017-05-05 03:19:45 28.5℃ 38.1％ 1018.36hPa
2017-05-05 03:20:07 28.5℃ 38.0％ 1018.34hPa
2017-05-05 03:20:30 28.5℃ 38.1％ 1018.32hPa
2017-05-05 03:20:55 28.5℃ 38.2％ 1018.31hPa
2017-05-05 03:21:17 28.5℃ 38.1％ 1018.32hPa
2017-05-05 03:21:47 28.5℃ 38.1％ 1018.34hPa
2017-05-05 03:22:12 28.4℃ 38.2％ 1018.37hPa
2017-05-05 03:22:34 28.5℃ 38.2％ 1018.41hPa
2017-05-05 03:22:56 28.4℃ 38.2％ 1018.34hPa
2017-05-05 03:23:19 28.5℃ 38.2％ 1018.38hPa
2017-05-05 03:23:41 28.5℃ 38.3％ 1018.34hPa
2017-05-05 03:24:03 28.4℃ 38.3％ 1018.36hPa
2017-05-05 03:24:25 28.4℃ 38.4％ 1018.34hPa
2017-05-05 03:24:48 28.4℃ 38.3％ 1018.33hPa
2017-05-05 03:25:10 28.4℃ 38.3％ 1018.34hPa
2017-05-05 03:25:32 28.3℃ 38.3％ 1018.38hPa
2017-05-05 03:25:55 28.5℃ 38.2％ 1018.37hPa
2017-05-05 03:26:17 28.3℃ 38.2％ 1018.32hPa
2017-05-05 03:26:39 28.4℃ 38.2％ 1018.31hPa
2017-05-05 03:27:02 28.4℃ 38.3％ 1018.31hPa
2017-05-05 03:27:24 28.4℃ 38.3％ 1018.30hPa
2017-05-05 03:27:46 28.4℃ 38.3％ 1018.32hPa
2017-05-05 03:28:09 28.5℃ 38.2％ 1018.30hPa
2017-05-05 03:28:33 28.4℃ 38.2％ 1018.35hPa
2017-05-05 03:28:56 28.4℃ 38.1％ 1018.32hPa
2017-05-05 03:29:18 28.5℃ 38.1％ 1018.29hPa
2017-05-05 03:29:43 28.5℃ 38.2％ 1018.32hPa
2017-05-05 03:30:05 28.5℃ 38.2％ 1018.31hPa
2017-05-05 03:30:30 28.4℃ 38.1％ 1018.31hPa
2017-05-05 03:30:57 28.4℃ 38.2％ 1018.33hPa
2017-05-05 03:31:20 28.4℃ 38.2％ 1018.32hPa
2017-05-05 03:31:42 28.3℃ 38.1％ 1018.32hPa
2017-05-05 03:32:04 28.4℃ 38.1％ 1018.32hPa
2017-05-05 03:32:27 28.4℃ 38.1％ 1018.30hPa
2017-05-05 03:32:49 28.4℃ 38.1％ 1018.32hPa
2017-05-05 03:33:11 28.4℃ 38.2％ 1018.27hPa
2017-05-05 03:33:33 28.5℃ 38.3％ 1018.27hPa
2017-05-05 03:33:56 28.4℃ 38.2％ 1018.23hPa
2017-05-05 03:34:18 28.4℃ 38.2％ 1018.25hPa
2017-05-05 03:34:40 28.4℃ 38.2％ 1018.19hPa
2017-05-05 03:35:03 28.3℃ 38.2％ 1018.30hPa
2017-05-05 03:35:25 28.4℃ 38.2％ 1018.26hPa
2017-05-05 03:35:47 28.4℃ 38.2％ 1018.24hPa
2017-05-05 03:36:10 28.3℃ 38.2％ 1018.27hPa
2017-05-05 03:36:32 28.4℃ 38.2％ 1018.26hPa
2017-05-05 03:36:54 28.4℃ 38.3％ 1018.28hPa
2017-05-05 03:37:17 28.4℃ 38.3％ 1018.29hPa
2017-05-05 03:37:39 28.3℃ 38.3％ 1018.23hPa
2017-05-05 03:38:01 28.4℃ 38.2％ 1018.26hPa
2017-05-05 03:38:26 28.4℃ 38.3％ 1018.24hPa
2017-05-05 03:38:48 28.3℃ 38.3％ 1018.23hPa
2017-05-05 03:39:10 28.3℃ 38.4％ 1018.20hPa
2017-05-05 03:39:33 28.4℃ 38.4％ 1018.23hPa
2017-05-05 03:39:55 28.4℃ 38.5％ 1018.28hPa
2017-05-05 03:40:17 28.2℃ 38.4％ 1018.24hPa
2017-05-05 03:40:40 28.4℃ 38.4％ 1018.23hPa
2017-05-05 03:41:02 28.4℃ 38.4％ 1018.31hPa
2017-05-05 03:41:24 28.4℃ 38.4％ 1018.23hPa
2017-05-05 03:41:47 28.4℃ 38.4％ 1018.23hPa
2017-05-05 03:42:09 28.4℃ 38.4％ 1018.17hPa
2017-05-05 03:42:31 28.3℃ 38.4％ 1018.20hPa
2017-05-05 03:42:54 28.3℃ 38.4％ 1018.17hPa
2017-05-05 03:43:16 28.3℃ 38.4％ 1018.17hPa
2017-05-05 03:43:38 28.4℃ 38.4％ 1018.23hPa
2017-05-05 03:44:00 28.3℃ 38.4％ 1018.20hPa
2017-05-05 03:44:23 28.3℃ 38.4％ 1018.22hPa
2017-05-05 03:44:45 28.4℃ 38.4％ 1018.20hPa
2017-05-05 03:45:07 28.4℃ 38.4％ 1018.20hPa
2017-05-05 03:45:30 28.4℃ 38.4％ 1018.13hPa
2017-05-05 03:45:52 28.4℃ 38.4％ 1018.17hPa
2017-05-05 03:46:14 28.4℃ 38.4％ 1018.21hPa
2017-05-05 03:46:37 28.4℃ 38.4％ 1018.19hPa
2017-05-05 03:46:59 28.4℃ 38.4％ 1018.17hPa
2017-05-05 03:47:21 28.3℃ 38.5％ 1018.18hPa
2017-05-05 03:47:43 28.4℃ 38.5％ 1018.21hPa
2017-05-05 03:48:06 28.4℃ 38.5％ 1018.17hPa
2017-05-05 03:48:28 28.3℃ 38.5％ 1018.16hPa
2017-05-05 03:48:50 28.3℃ 38.5％ 1018.18hPa
2017-05-05 03:49:13 28.3℃ 38.5％ 1018.15hPa
2017-05-05 03:49:35 28.3℃ 38.5％ 1018.14hPa
2017-05-05 03:49:57 28.3℃ 38.4％ 1018.15hPa
2017-05-05 03:50:20 28.3℃ 38.4％ 1018.12hPa
2017-05-05 03:50:44 28.4℃ 38.4％ 1018.16hPa
2017-05-05 03:51:07 28.3℃ 38.4％ 1018.22hPa
2017-05-05 03:51:32 28.3℃ 38.3％ 1018.14hPa
2017-05-05 03:51:54 28.3℃ 38.4％ 1018.15hPa
2017-05-05 03:52:19 28.3℃ 38.4％ 1018.18hPa
2017-05-05 03:52:41 28.4℃ 38.5％ 1018.06hPa
2017-05-05 03:53:03 28.3℃ 38.5％ 1018.16hPa
2017-05-05 03:53:26 28.3℃ 38.5％ 1018.14hPa
2017-05-05 03:53:48 28.3℃ 38.5％ 1018.20hPa
2017-05-05 03:54:13 28.3℃ 38.6％ 1018.18hPa
2017-05-05 03:54:35 28.3℃ 38.6％ 1018.13hPa
2017-05-05 03:54:57 28.3℃ 38.6％ 1018.20hPa
2017-05-05 03:55:20 28.3℃ 38.6％ 1018.20hPa
2017-05-05 03:55:42 28.2℃ 38.6％ 1018.17hPa
2017-05-05 03:56:04 28.3℃ 38.6％ 1018.22hPa
2017-05-05 03:56:27 28.2℃ 38.6％ 1018.20hPa
2017-05-05 03:56:49 28.3℃ 38.7％ 1018.19hPa
2017-05-05 03:57:11 28.2℃ 38.7％ 1018.21hPa
2017-05-05 03:57:36 28.2℃ 38.7％ 1018.23hPa
2017-05-05 03:58:01 28.3℃ 38.7％ 1018.24hPa
2017-05-05 03:58:23 28.3℃ 38.7％ 1018.19hPa
2017-05-05 03:58:45 28.2℃ 38.7％ 1018.15hPa
2017-05-05 03:59:13 28.2℃ 38.6％ 1018.13hPa
2017-05-05 03:59:37 28.3℃ 38.6％ 1018.20hPa
2017-05-05 04:00:00 28.3℃ 38.7％ 1018.15hPa
2017-05-05 04:00:22 28.3℃ 38.7％ 1018.19hPa
2017-05-05 04:00:44 28.3℃ 38.8％ 1018.17hPa
2017-05-05 04:01:07 28.3℃ 38.8％ 1018.18hPa
2017-05-05 04:01:29 28.2℃ 38.8％ 1018.16hPa
2017-05-05 04:01:51 28.2℃ 38.8％ 1018.16hPa
2017-05-05 04:02:16 28.2℃ 38.8％ 1018.21hPa
2017-05-05 04:02:39 28.2℃ 38.8％ 1018.10hPa
2017-05-05 04:03:01 28.2℃ 38.8％ 1018.08hPa
2017-05-05 04:03:23 28.2℃ 38.8％ 1018.11hPa
2017-05-05 04:03:45 28.2℃ 38.8％ 1018.17hPa
2017-05-05 04:04:08 28.2℃ 38.9％ 1018.11hPa
2017-05-05 04:04:30 28.2℃ 38.9％ 1018.13hPa
2017-05-05 04:04:52 28.2℃ 38.9％ 1018.15hPa
2017-05-05 04:05:14 28.2℃ 38.9％ 1018.12hPa
2017-05-05 04:05:37 28.1℃ 38.9％ 1018.14hPa
2017-05-05 04:05:59 28.2℃ 38.9％ 1018.08hPa
2017-05-05 04:06:21 28.1℃ 39.0％ 1018.07hPa
2017-05-05 04:06:44 28.2℃ 39.0％ 1018.09hPa
2017-05-05 04:07:06 28.2℃ 39.0％ 1018.10hPa
2017-05-05 04:07:28 28.2℃ 39.0％ 1018.14hPa
2017-05-05 04:07:53 28.2℃ 38.9％ 1018.04hPa
2017-05-05 04:08:15 28.1℃ 38.9％ 1018.14hPa
2017-05-05 04:08:38 28.2℃ 38.9％ 1018.04hPa
2017-05-05 04:09:00 28.2℃ 39.0％ 1018.14hPa
2017-05-05 04:09:22 28.2℃ 39.0％ 1018.13hPa
2017-05-05 04:09:45 28.1℃ 39.0％ 1018.02hPa
2017-05-05 04:10:07 28.1℃ 39.0％ 1017.98hPa
2017-05-05 04:10:29 28.1℃ 39.0％ 1018.07hPa
2017-05-05 04:10:52 28.1℃ 39.0％ 1018.03hPa
2017-05-05 04:11:14 28.2℃ 39.0％ 1018.11hPa
2017-05-05 04:11:36 28.1℃ 39.0％ 1018.04hPa
2017-05-05 04:11:59 28.1℃ 39.0％ 1018.06hPa
2017-05-05 04:12:23 28.1℃ 39.0％ 1018.07hPa
2017-05-05 04:12:46 28.2℃ 39.0％ 1018.06hPa
2017-05-05 04:13:08 28.1℃ 39.0％ 1018.03hPa
2017-05-05 04:13:30 28.1℃ 39.0％ 1018.07hPa
2017-05-05 04:13:53 28.2℃ 39.1％ 1018.06hPa
2017-05-05 04:14:15 28.0℃ 39.1％ 1018.05hPa
2017-05-05 04:14:37 28.1℃ 39.1％ 1018.06hPa
2017-05-05 04:15:00 28.1℃ 39.0％ 1018.04hPa
2017-05-05 04:15:24 28.0℃ 39.1％ 1018.04hPa
2017-05-05 04:15:47 28.0℃ 39.1％ 1018.11hPa
2017-05-05 04:16:09 28.1℃ 39.1％ 1018.08hPa
2017-05-05 04:16:31 28.1℃ 39.1％ 1018.13hPa
2017-05-05 04:16:54 28.2℃ 39.1％ 1018.05hPa
2017-05-05 04:17:16 28.2℃ 39.1％ 1018.05hPa
2017-05-05 04:17:41 28.0℃ 39.1％ 1018.06hPa
2017-05-05 04:18:03 28.1℃ 39.1％ 1018.06hPa
2017-05-05 04:18:25 28.1℃ 39.0％ 1018.05hPa
2017-05-05 04:18:50 28.1℃ 39.0％ 1018.10hPa
2017-05-05 04:19:12 28.1℃ 39.0％ 1018.04hPa
2017-05-05 04:19:35 28.1℃ 39.0％ 1018.13hPa
2017-05-05 04:19:57 28.2℃ 39.0％ 1018.08hPa
2017-05-05 04:20:19 28.1℃ 39.0％ 1018.03hPa
2017-05-05 04:20:42 28.1℃ 39.0％ 1018.09hPa
2017-05-05 04:21:04 28.2℃ 39.1％ 1018.11hPa
2017-05-05 04:21:26 28.0℃ 39.1％ 1018.06hPa
2017-05-05 04:21:48 28.1℃ 39.2％ 1018.10hPa
2017-05-05 04:22:11 28.1℃ 39.2％ 1018.15hPa
2017-05-05 04:22:33 28.1℃ 39.1％ 1018.08hPa
2017-05-05 04:22:55 28.0℃ 39.1％ 1018.08hPa
2017-05-05 04:23:20 28.0℃ 39.2％ 1018.09hPa
2017-05-05 04:23:45 28.1℃ 39.2％ 1018.03hPa
2017-05-05 04:24:10 28.0℃ 39.0％ 1018.07hPa
2017-05-05 04:24:32 28.1℃ 39.0％ 1018.08hPa
2017-05-05 04:24:55 28.1℃ 39.0％ 1018.05hPa
2017-05-05 04:25:17 28.0℃ 39.1％ 1018.07hPa
2017-05-05 04:25:39 28.1℃ 39.0％ 1018.04hPa
2017-05-05 04:26:01 28.0℃ 39.1％ 1018.07hPa
2017-05-05 04:26:24 28.0℃ 39.1％ 1018.06hPa
2017-05-05 04:26:46 28.0℃ 39.1％ 1018.05hPa
2017-05-05 04:27:08 28.1℃ 39.1％ 1018.07hPa
2017-05-05 04:27:33 28.0℃ 39.1％ 1018.04hPa
2017-05-05 04:27:56 28.0℃ 39.0％ 1018.03hPa
2017-05-05 04:28:18 28.0℃ 39.0％ 1018.10hPa
2017-05-05 04:28:40 28.0℃ 39.1％ 1018.04hPa
2017-05-05 04:29:03 28.0℃ 39.1％ 1018.04hPa
2017-05-05 04:29:25 28.0℃ 39.2％ 1018.03hPa
2017-05-05 04:29:47 28.0℃ 39.1％ 1018.04hPa
2017-05-05 04:30:12 28.0℃ 39.2％ 1017.94hPa
2017-05-05 04:30:37 28.0℃ 39.2％ 1017.99hPa
2017-05-05 04:30:59 28.0℃ 39.2％ 1017.97hPa
2017-05-05 04:31:21 28.1℃ 39.2％ 1017.96hPa
2017-05-05 04:31:44 28.0℃ 39.2％ 1017.95hPa
2017-05-05 04:32:06 28.0℃ 39.2％ 1017.98hPa
2017-05-05 04:32:28 28.0℃ 39.3％ 1017.95hPa
2017-05-05 04:32:51 28.1℃ 39.3％ 1017.97hPa
2017-05-05 04:33:13 28.0℃ 39.3％ 1017.92hPa
2017-05-05 04:33:35 28.1℃ 39.4％ 1017.92hPa
2017-05-05 04:33:58 28.0℃ 39.4％ 1017.95hPa
2017-05-05 04:34:20 28.0℃ 39.5％ 1017.98hPa
2017-05-05 04:34:42 28.0℃ 39.5％ 1017.98hPa
2017-05-05 04:35:05 28.0℃ 39.5％ 1018.03hPa
2017-05-05 04:35:27 27.9℃ 39.5％ 1018.03hPa
2017-05-05 04:35:49 27.9℃ 39.5％ 1017.97hPa
2017-05-05 04:36:11 28.0℃ 39.6％ 1017.92hPa
2017-05-05 04:36:34 27.9℃ 39.7％ 1017.93hPa
2017-05-05 04:36:56 28.0℃ 39.7％ 1018.00hPa
2017-05-05 04:37:18 27.9℃ 39.7％ 1017.95hPa
2017-05-05 04:37:41 27.9℃ 39.8％ 1017.95hPa
2017-05-05 04:38:03 27.9℃ 39.8％ 1017.97hPa
2017-05-05 04:38:25 27.9℃ 39.8％ 1017.95hPa
2017-05-05 04:38:48 27.9℃ 39.8％ 1017.97hPa
2017-05-05 04:39:10 28.0℃ 39.8％ 1017.94hPa
2017-05-05 04:39:32 27.9℃ 39.8％ 1017.93hPa
2017-05-05 04:39:55 27.8℃ 39.8％ 1017.89hPa
2017-05-05 04:40:17 27.9℃ 39.8％ 1017.92hPa
2017-05-05 04:40:39 27.9℃ 39.8％ 1017.86hPa
2017-05-05 04:41:02 27.9℃ 39.9％ 1017.88hPa
2017-05-05 04:41:24 27.8℃ 39.9％ 1017.90hPa
2017-05-05 04:41:46 27.8℃ 39.9％ 1017.93hPa
2017-05-05 04:42:08 27.9℃ 39.9％ 1017.93hPa
2017-05-05 04:42:31 27.9℃ 39.9％ 1017.92hPa
2017-05-05 04:42:53 27.9℃ 40.0％ 1017.96hPa
2017-05-05 04:43:15 27.8℃ 40.0％ 1017.88hPa
2017-05-05 04:43:38 27.9℃ 40.1％ 1017.92hPa
2017-05-05 04:44:00 27.9℃ 40.1％ 1017.92hPa
2017-05-05 04:44:22 27.9℃ 40.1％ 1017.93hPa
2017-05-05 04:44:44 27.8℃ 40.1％ 1017.98hPa
2017-05-05 04:45:07 27.9℃ 40.1％ 1018.01hPa
2017-05-05 04:45:29 27.8℃ 40.1％ 1018.02hPa
2017-05-05 04:45:51 27.8℃ 40.2％ 1017.90hPa
2017-05-05 04:46:14 27.8℃ 40.2％ 1017.92hPa
2017-05-05 04:46:36 27.8℃ 40.1％ 1017.94hPa
2017-05-05 04:46:58 27.8℃ 40.1％ 1017.87hPa
2017-05-05 04:47:20 27.8℃ 40.1％ 1017.96hPa
2017-05-05 04:47:45 27.9℃ 40.1％ 1017.92hPa
2017-05-05 04:48:13 27.8℃ 40.0％ 1017.88hPa
2017-05-05 04:48:35 27.8℃ 40.0％ 1017.85hPa
2017-05-05 04:48:57 27.9℃ 40.1％ 1017.93hPa
2017-05-05 04:49:20 27.9℃ 40.1％ 1017.90hPa
2017-05-05 04:49:44 27.8℃ 40.0％ 1017.95hPa
2017-05-05 04:50:07 27.8℃ 40.0％ 1017.93hPa
2017-05-05 04:50:34 27.9℃ 40.1％ 1017.97hPa
2017-05-05 04:50:56 27.8℃ 40.1％ 1017.93hPa
2017-05-05 04:51:19 27.9℃ 40.0％ 1017.93hPa
2017-05-05 04:51:41 27.9℃ 40.0％ 1017.93hPa
2017-05-05 04:52:03 27.9℃ 40.1％ 1017.95hPa
2017-05-05 04:52:26 27.9℃ 40.1％ 1017.96hPa
2017-05-05 04:52:51 27.9℃ 40.1％ 1017.93hPa
2017-05-05 04:53:13 27.9℃ 40.1％ 1017.98hPa
2017-05-05 04:53:35 27.9℃ 40.2％ 1017.90hPa
2017-05-05 04:53:57 27.9℃ 40.2％ 1017.96hPa
2017-05-05 04:54:20 27.8℃ 40.2％ 1017.98hPa
2017-05-05 04:54:45 27.8℃ 40.2％ 1017.98hPa
2017-05-05 04:55:09 27.9℃ 40.2％ 1017.93hPa
2017-05-05 04:55:32 27.9℃ 40.2％ 1017.99hPa
2017-05-05 04:55:54 27.9℃ 40.3％ 1018.06hPa
2017-05-05 04:56:16 27.8℃ 40.3％ 1018.08hPa
2017-05-05 04:56:39 27.8℃ 40.3％ 1017.99hPa
2017-05-05 04:57:01 27.9℃ 40.3％ 1018.00hPa
2017-05-05 04:57:23 27.9℃ 40.3％ 1017.99hPa
2017-05-05 04:57:48 27.9℃ 40.2％ 1018.03hPa
2017-05-05 04:58:10 27.9℃ 40.1％ 1017.97hPa
2017-05-05 04:58:32 27.9℃ 40.1％ 1018.00hPa
2017-05-05 04:58:55 28.0℃ 40.1％ 1018.07hPa
2017-05-05 04:59:17 27.9℃ 40.1％ 1018.05hPa
2017-05-05 04:59:39 27.9℃ 40.1％ 1018.06hPa
2017-05-05 05:00:02 27.9℃ 40.1％ 1018.10hPa
2017-05-05 05:00:24 27.9℃ 40.1％ 1018.11hPa
2017-05-05 05:00:46 27.9℃ 40.1％ 1018.04hPa
2017-05-05 05:01:09 27.8℃ 40.1％ 1018.07hPa
2017-05-05 05:01:31 27.8℃ 40.1％ 1018.06hPa
2017-05-05 05:01:53 27.8℃ 40.2％ 1018.12hPa
2017-05-05 05:02:16 27.8℃ 40.2％ 1018.10hPa
2017-05-05 05:02:38 27.8℃ 40.2％ 1018.10hPa
2017-05-05 05:03:00 27.9℃ 40.2％ 1018.12hPa
2017-05-05 05:03:23 27.8℃ 40.2％ 1018.07hPa
2017-05-05 05:03:45 27.8℃ 40.2％ 1018.06hPa
2017-05-05 05:04:07 28.0℃ 40.2％ 1018.08hPa
2017-05-05 05:04:29 27.8℃ 40.2％ 1018.07hPa
2017-05-05 05:04:52 27.8℃ 40.2％ 1018.14hPa
2017-05-05 05:05:14 27.8℃ 40.3％ 1018.04hPa
2017-05-05 05:05:36 27.8℃ 40.3％ 1018.17hPa
2017-05-05 05:05:59 27.7℃ 40.2％ 1018.09hPa
2017-05-05 05:06:21 27.9℃ 40.2％ 1018.10hPa
2017-05-05 05:06:43 27.9℃ 40.2％ 1018.09hPa
2017-05-05 05:07:06 27.9℃ 40.2％ 1018.09hPa
